country_code,shop_id,shop_category_id,display_name,total,is_parent_category,is_sub_category,parent_shop_category_id,image,category_type,date,source_file,source_row,path_country_code,path_dataset,path_shop_id,shop_category_id_num,total_num,parent_shop_category_id_num,category_type_num,is_parent_category_bool,is_sub_category_bool
id,809769142,272855607,SKIIN TINT,1,false,true,258831358,id-11134207-822wo-mprb9eo0bzeo99,1,2026-07-21,data/raw_extended/country_code=id/dataset=category_list/shop_id=809769142/category_list.csv,29,id,category_list,809769142,272855607.0,1.0,258831358.0,1.0,False,True
id,809769142,273791880,PERFECT BLURRING POWDER FOUNDATION,1,false,true,258831358,id-11134207-81ztn-mqbob77cdqmn3d,1,2026-07-21,data/raw_extended/country_code=id/dataset=category_list/shop_id=809769142/category_list.csv,30,id,category_list,809769142,273791880.0,1.0,258831358.0,1.0,False,True
id,809769142,274059469,700ML JUMBO SIZE MICELLAR WATER,1,false,true,258831358,id-11134207-81ztk-mqh0kt2819tuda,1,2026-07-21,data/raw_extended/country_code=id/dataset=category_list/shop_id=809769142/category_list.csv,31,id,category_list,809769142,274059469.0,1.0,258831358.0,1.0,False,True
id,809769142,258831358,💖NEW LAUNCH,10,true,false,,id-11134207-822wo-mprb9eo0bzeo99,9,2026-07-21,data/raw_extended/country_code=id/dataset=category_list/shop_id=809769142/category_list.csv,32,id,category_list,809769142,258831358.0,10.0,,9.0,True,False
id,809769142,272184674,powder&spray setting,4,true,false,,id-11134207-81ztf-mqwolxfsdced23,1,2026-07-21,data/raw_extended/country_code=id/dataset=category_list/shop_id=809769142/category_list.csv,33,id,category_list,809769142,272184674.0,4.0,,1.0,True,False
id,809769142,272508058,DAMASK ROSE PETAL GLOW GEL MASK,1,false,true,258831358,id-11134207-822wg-mp07jp32953gc3,1,2026-07-21,data/raw_extended/country_code=id/dataset=category_list/shop_id=809769142/category_list.csv,34,id,category_list,809769142,272508058.0,1.0,258831358.0,1.0,False,True
id,859233628,11043277,Paket & Set Kecantikan,4,false,false,,id-11134207-81ztk-me8a65vuzri90e,8,2026-07-21,data/raw_extended/country_code=id/dataset=category_list/shop_id=859233628/category_list.csv,2,id,category_list,859233628,11043277.0,4.0,,8.0,False,False
id,859233628,11043259,Serum & Essence Wajah,3,false,false,,id-11134207-8224q-ml4qej8o5slke8,8,2026-07-21,data/raw_extended/country_code=id/dataset=category_list/shop_id=859233628/category_list.csv,3,id,category_list,859233628,11043259.0,3.0,,8.0,False,False
id,859233628,11043261,Masker Wajah,2,false,false,,id-11134207-7ra0o-mdsxqvp5so0ed6,8,2026-07-21,data/raw_extended/country_code=id/dataset=category_list/shop_id=859233628/category_list.csv,4,id,category_list,859233628,11043261.0,2.0,,8.0,False,False
id,859233628,11043151,"Body Cream, Body Lotion & Body Butter",1,false,false,,id-11134207-7rbkb-m6s2yg5mahrw22,8,2026-07-21,data/raw_extended/country_code=id/dataset=category_list/shop_id=859233628/category_list.csv,5,id,category_list,859233628,11043151.0,1.0,,8.0,False,False
