product_listing_key,country_code,shop_id,item_id,previous_date,date,days_since_previous,transition_metric_eligible,price_change,price_change_percent,discount_point_change,monthly_sold_delta,history_sold_delta_raw,history_sold_decrease_flag,snapshot_sales_delta_clean,rating_change,new_rating_count,like_delta,previous_has_structured_voucher,has_structured_voucher,stock_status,source_file,source_row
id:1112776376:25666019829,id,1112776376,25666019829,2026-07-17,2026-07-18,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,875
id:1112776376:25666019829,id,1112776376,25666019829,2026-07-18,2026-07-19,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,1038
id:1112776376:25666019829,id,1112776376,25666019829,2026-07-19,2026-07-20,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,985
id:1112776376:25666019829,id,1112776376,25666019829,2026-07-20,2026-07-21,1,True,-3000.0,-7.518796992481203,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,912
id:1112776376:25815711335,id,1112776376,25815711335,2026-07-01,2026-07-02,1,True,-4000.0,-10.554089709762533,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,47
id:1112776376:25815711335,id,1112776376,25815711335,2026-07-02,2026-07-03,1,True,2000.0,5.899705014749262,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,93
id:1112776376:25815711335,id,1112776376,25815711335,2026-07-03,2026-07-04,1,True,1000.0,2.785515320334262,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,282
id:1112776376:25815711335,id,1112776376,25815711335,2026-07-04,2026-07-05,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,140
id:1112776376:25815711335,id,1112776376,25815711335,2026-07-05,2026-07-06,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,185
id:1112776376:25815711335,id,1112776376,25815711335,2026-07-06,2026-07-07,1,True,1000.0,2.710027100271003,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,230
id:1112776376:25815711335,id,1112776376,25815711335,2026-07-07,2026-07-08,1,True,2000.0,5.277044854881266,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,375
id:1112776376:25815711335,id,1112776376,25815711335,2026-07-08,2026-07-09,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,816
id:1112776376:25815711335,id,1112776376,25815711335,2026-07-09,2026-07-10,1,True,-1950.0,-4.887218045112782,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,435
id:1112776376:25815711335,id,1112776376,25815711335,2026-07-10,2026-07-11,1,True,1950.0,5.138339920948616,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,498
id:1112776376:25815711335,id,1112776376,25815711335,2026-07-11,2026-07-13,2,False,,,,,,False,,,,,False,False,not_comparable_snapshot_gap,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,501
id:1112776376:25815711335,id,1112776376,25815711335,2026-07-13,2026-07-14,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,591
id:1112776376:25815711335,id,1112776376,25815711335,2026-07-14,2026-07-15,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,644
id:1112776376:25815711335,id,1112776376,25815711335,2026-07-15,2026-07-16,1,True,1950.0,5.138339920948616,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,677
id:1112776376:25815711335,id,1112776376,25815711335,2026-07-16,2026-07-17,1,True,-1950.0,-4.887218045112782,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,731
id:1112776376:25815711335,id,1112776376,25815711335,2026-07-17,2026-07-18,1,True,1950.0,5.138339920948616,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,876
id:1112776376:25815711335,id,1112776376,25815711335,2026-07-18,2026-07-19,1,True,-1950.0,-4.887218045112782,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,1039
id:1112776376:25815711335,id,1112776376,25815711335,2026-07-19,2026-07-20,1,True,1950.0,5.138339920948616,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,986
id:1112776376:25815711335,id,1112776376,25815711335,2026-07-20,2026-07-21,1,True,-3000.0,-7.518796992481203,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,916
id:1112776376:26474964451,id,1112776376,26474964451,2026-07-01,2026-07-02,1,True,2000.0,3.236245954692557,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,41
id:1112776376:26474964451,id,1112776376,26474964451,2026-07-02,2026-07-03,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,83
id:1112776376:26474964451,id,1112776376,26474964451,2026-07-03,2026-07-04,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,253
id:1112776376:26474964451,id,1112776376,26474964451,2026-07-04,2026-07-05,1,True,0.0,0.0,,,,False,,,,,False,False,available,data/raw_extended/country_code=id/dataset=products/shop_id=1112776376/products.csv,134
